CDS,RType,SName,DName,CName,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year
57726785732201,S,Davis Senior High,Davis Joint Unified,Yolo,608,165,28,29,28,27,157,95.15,2019-20
57726865732904,S,Esparto High,Esparto Unified,Yolo,79,3,*,*,*,*,*,*,2019-20
57726945735154,S,River City High,Washington Unified,Yolo,470,69,19,21,20,20,29,42.03,2019-20
57727020139436,S,Compass Charter School of Yolo,Winters Joint Unified,Yolo,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
57727025738505,S,Winters High,Winters Joint Unified,Yolo,102,10,*,*,*,*,*,*,2019-20
57727100101162,S,Pioneer High,Woodland Joint Unified,Yolo,348,39,21,22,20,21,19,48.72,2019-20
57727105738802,S,Woodland Senior High,Woodland Joint Unified,Yolo,306,39,19,20,20,20,16,41.03,2019-20
58105875830112,S,Yuba County Career Preparatory Charter,Yuba County Office of Education,Yuba,48,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
58727286115935,S,CORE Charter,Camptonville Elementary,Yuba,44,3,*,*,*,*,*,*,2019-20
58727365830013,S,Lindhurst High,Marysville Joint Unified,Yuba,242,12,*,*,*,*,*,*,2019-20
58727365830138,S,Marysville Charter Academy for the Arts,Marysville Joint Unified,Yuba,51,2,*,*,*,*,*,*,2019-20
58727365835202,S,Marysville High,Marysville Joint Unified,Yuba,214,14,*,*,*,*,*,*,2019-20
58727695838305,S,Wheatland Union High,Wheatland Union High,Yuba,193,8,*,*,*,*,*,*,2019-20
34000000000000,C,N/A,N/A,Sacramento,19832,2240,22,23,23,23,1387,61.92,2019-20
39000000000000,C,N/A,N/A,San Joaquin,12889,1100,21,22,22,22,619,56.27,2019-20
15000000000000,C,N/A,N/A,Kern,14766,1089,19,21,20,20,476,43.71,2019-20
45000000000000,C,N/A,N/A,Shasta,2107,133,24,25,25,24,107,80.45,2019-20
51000000000000,C,N/A,N/A,Sutter,1845,171,21,22,22,22,99,57.89,2019-20
05000000000000,C,N/A,N/A,Calaveras,432,26,23,23,23,23,19,73.08,2019-20
26000000000000,C,N/A,N/A,Mono,410,12,*,*,*,*,*,*,2019-20
21000000000000,C,N/A,N/A,Marin,2807,714,27,27,25,26,603,84.45,2019-20
56000000000000,C,N/A,N/A,Ventura,10764,1360,24,25,24,24,985,72.43,2019-20
09000000000000,C,N/A,N/A,El Dorado,2262,418,24,25,25,24,315,75.36,2019-20
23000000000000,C,N/A,N/A,Mendocino,986,79,22,23,22,21,48,60.76,2019-20
11000000000000,C,N/A,N/A,Glenn,494,22,18,20,19,19,7,31.82,2019-20
46000000000000,C,N/A,N/A,Sierra,36,4,*,*,*,*,*,*,2019-20
41000000000000,C,N/A,N/A,San Mateo,7490,1041,26,26,25,25,827,79.44,2019-20
35000000000000,C,N/A,N/A,San Benito,849,131,20,21,20,21,60,45.80,2019-20
49000000000000,C,N/A,N/A,Sonoma,5506,697,23,24,23,23,473,67.86,2019-20
16000000000000,C,N/A,N/A,Kings,2023,182,17,18,18,19,51,28.02,2019-20
53000000000000,C,N/A,N/A,Trinity,121,7,*,*,*,*,*,*,2019-20
06000000000000,C,N/A,N/A,Colusa,364,23,20,23,21,22,12,52.17,2019-20
08000000000000,C,N/A,N/A,Del Norte,344,32,20,21,21,21,17,53.13,2019-20
01000000000000,C,N/A,N/A,Alameda,17829,3191,24,25,24,24,2092,65.56,2019-20
31000000000000,C,N/A,N/A,Placer,6072,1039,24,26,24,24,815,78.44,2019-20
22000000000000,C,N/A,N/A,Mariposa,138,18,23,24,25,23,13,72.22,2019-20
54000000000000,C,N/A,N/A,Tulare,7440,697,19,21,20,20,281,40.32,2019-20
52000000000000,C,N/A,N/A,Tehama,790,355,17,19,18,18,107,30.14,2019-20
10000000000000,C,N/A,N/A,Fresno,14653,1656,20,21,20,21,752,45.41,2019-20
27000000000000,C,N/A,N/A,Monterey,5707,802,20,21,20,20,338,42.14,2019-20
40000000000000,C,N/A,N/A,San Luis Obispo,2866,449,24,25,24,23,323,71.94,2019-20
57000000000000,C,N/A,N/A,Yolo,2296,340,24,25,24,24,246,72.35,2019-20
13000000000000,C,N/A,N/A,Imperial,3121,320,19,21,20,19,138,43.13,2019-20
47000000000000,C,N/A,N/A,Siskiyou,419,69,19,22,20,20,34,49.28,2019-20
43000000000000,C,N/A,N/A,Santa Clara,21667,3723,27,27,27,26,3003,80.66,2019-20
33000000000000,C,N/A,N/A,Riverside,33845,4054,20,21,20,20,1819,44.87,2019-20
25000000000000,C,N/A,N/A,Modoc,84,37,15,18,17,18,7,18.92,2019-20
55000000000000,C,N/A,N/A,Tuolumne,494,18,22,25,20,22,14,77.78,2019-20
28000000000000,C,N/A,N/A,Napa,1730,161,21,22,22,22,91,56.52,2019-20
04000000000000,C,N/A,N/A,Butte,2339,125,23,25,25,24,92,73.60,2019-20
58000000000000,C,N/A,N/A,Yuba,992,39,22,23,21,22,22,56.41,2019-20
48000000000000,C,N/A,N/A,Solano,4873,459,21,23,22,22,259,56.43,2019-20
32000000000000,C,N/A,N/A,Plumas,156,11,*,*,*,*,*,*,2019-20
36000000000000,C,N/A,N/A,San Bernardino,31192,2667,20,21,21,20,1208,45.29,2019-20
18000000000000,C,N/A,N/A,Lassen,269,27,19,22,20,21,11,40.74,2019-20
02000000000000,C,N/A,N/A,Alpine,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
00000000000000,X,State of California,State of California,N/A,486592,65332,22,23,23,22,38954,59.62,2019-20
01100170000000,D,N/A,Alameda County Office of Education,Alameda,216,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
01611190000000,D,N/A,Alameda Unified,Alameda,928,103,26,26,25,25,87,84.47,2019-20
01611270000000,D,N/A,Albany City Unified,Alameda,258,29,28,29,26,26,27,93.10,2019-20
01611430000000,D,N/A,Berkeley Unified,Alameda,825,183,25,26,24,25,132,72.13,2019-20
01611500000000,D,N/A,Castro Valley Unified,Alameda,781,99,25,26,25,25,82,82.83,2019-20
01611680000000,D,N/A,Emery Unified,Alameda,57,4,*,*,*,*,*,*,2019-20
01611760000000,D,N/A,Fremont Unified,Alameda,2608,471,31,30,30,29,439,93.21,2019-20
01611920000000,D,N/A,Hayward Unified,Alameda,1699,225,19,20,19,20,90,40.00,2019-20
01612000000000,D,N/A,Livermore Valley Joint Unified,Alameda,1148,173,25,26,26,25,147,84.97,2019-20
01612340000000,D,N/A,Newark Unified,Alameda,462,29,24,24,23,23,20,68.97,2019-20
01612420000000,D,N/A,New Haven Unified,Alameda,1057,114,24,25,25,24,87,76.32,2019-20
01612590000000,D,N/A,Oakland Unified,Alameda,3663,762,17,18,18,18,205,26.90,2019-20
01612750000000,D,N/A,Piedmont City Unified,Alameda,210,99,30,30,28,29,94,94.95,2019-20
01612910000000,D,N/A,San Leandro Unified,Alameda,727,64,20,22,20,21,31,48.44,2019-20
01613090000000,D,N/A,San Lorenzo Unified,Alameda,1014,196,21,21,21,21,100,51.02,2019-20
01750930000000,D,N/A,Dublin Unified,Alameda,789,203,27,27,27,27,170,83.74,2019-20
01751010000000,D,N/A,Pleasanton Unified,Alameda,1279,411,29,29,28,28,377,91.73,2019-20
03100330000000,D,N/A,Amador County Office of Education,Amador,31,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
03739810000000,D,N/A,Amador County Unified,Amador,319,35,22,24,22,23,24,68.57,2019-20
04100410000000,D,N/A,Butte County Office of Education,Butte,187,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
04614080000000,D,N/A,Biggs Unified,Butte,47,1,*,*,*,*,*,*,2019-20
04614240000000,D,N/A,Chico Unified,Butte,1135,76,26,27,27,25,63,82.89,2019-20
04614320000000,D,N/A,Durham Unified,Butte,72,6,*,*,*,*,*,*,2019-20
04615150000000,D,N/A,Oroville Union High,Butte,517,14,*,*,*,*,*,*,2019-20
04615310000000,D,N/A,Paradise Unified,Butte,212,7,*,*,*,*,*,*,2019-20
04755070000000,D,N/A,Gridley Unified,Butte,165,21,21,23,22,21,13,61.90,2019-20
05100580000000,D,N/A,Calaveras County Office of Education,Calaveras,65,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
05615560000000,D,N/A,Bret Harte Union High,Calaveras,155,8,*,*,*,*,*,*,2019-20
05615640000000,D,N/A,Calaveras Unified,Calaveras,212,18,23,23,23,23,14,77.78,2019-20
06615980000000,D,N/A,Colusa Unified,Colusa,120,8,*,*,*,*,*,*,2019-20
06616060000000,D,N/A,Maxwell Unified,Colusa,26,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
06616140000000,D,N/A,Pierce Joint Unified,Colusa,107,13,*,*,*,*,*,*,2019-20
06616220000000,D,N/A,Williams Unified,Colusa,97,2,*,*,*,*,*,*,2019-20
07100740000000,D,N/A,Contra Costa County Office of Education,Contra Costa,899,102,18,19,18,18,32,31.37,2019-20
07616300000000,D,N/A,Acalanes Union High,Contra Costa,1385,504,28,29,27,27,458,90.87,2019-20
07616480000000,D,N/A,Antioch Unified,Contra Costa,1410,66,21,22,20,21,33,50.00,2019-20
07616630000000,D,N/A,Byron Union Elementary,Contra Costa,77,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
07616970000000,D,N/A,John Swett Unified,Contra Costa,148,12,*,*,*,*,*,*,2019-20
07617210000000,D,N/A,Liberty Union High,Contra Costa,2090,245,22,24,22,22,166,67.76,2019-20
07617390000000,D,N/A,Martinez Unified,Contra Costa,315,28,24,25,24,24,24,85.71,2019-20
07617540000000,D,N/A,Mt. Diablo Unified,Contra Costa,2260,290,24,25,24,24,206,71.03,2019-20
07617880000000,D,N/A,Pittsburg Unified,Contra Costa,938,137,19,20,19,20,52,37.96,2019-20
07617960000000,D,N/A,West Contra Costa Unified,Contra Costa,2579,422,19,20,19,19,148,35.07,2019-20
07618040000000,D,N/A,San Ramon Valley Unified,Contra Costa,2748,962,28,28,28,27,880,91.48,2019-20
08100820000000,D,N/A,Del Norte County Office of Education,Del Norte,100,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
08618200000000,D,N/A,Del Norte County Unified,Del Norte,244,32,20,21,21,21,17,53.13,2019-20
09100900000000,D,N/A,El Dorado County Office of Education,El Dorado,195,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
09618380000000,D,N/A,Buckeye Union Elementary,El Dorado,49,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
09618530000000,D,N/A,El Dorado Union High,El Dorado,1653,364,25,25,25,25,280,76.92,2019-20
09619030000000,D,N/A,Lake Tahoe Unified,El Dorado,276,51,22,24,22,23,34,66.67,2019-20
09737830000000,D,N/A,Black Oak Mine Unified,El Dorado,89,3,*,*,*,*,*,*,2019-20
10101080000000,D,N/A,Fresno County Office of Education,Fresno,302,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
10621170000000,D,N/A,Clovis Unified,Fresno,3313,417,24,26,25,25,330,79.14,2019-20
10621250000000,D,N/A,Coalinga-Huron Unified,Fresno,304,5,*,*,*,*,*,*,2019-20
10621580000000,D,N/A,Fowler Unified,Fresno,169,4,*,*,*,*,*,*,2019-20
10621660000000,D,N/A,Fresno Unified,Fresno,4948,458,20,21,20,20,213,46.51,2019-20
10622570000000,D,N/A,Kingsburg Joint Union High,Fresno,275,34,23,24,24,24,24,70.59,2019-20
10622650000000,D,N/A,Kings Canyon Joint Unified,Fresno,762,205,17,19,18,19,52,25.37,2019-20
10622810000000,D,N/A,Laton Joint Unified,Fresno,45,8,*,*,*,*,*,*,2019-20
10623310000000,D,N/A,Orange Center,Fresno,68,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
10623640000000,D,N/A,Parlier Unified,Fresno,253,38,15,18,17,18,7,18.42,2019-20
10623800000000,D,N/A,Raisin City Elementary,Fresno,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
10624140000000,D,N/A,Sanger Unified,Fresno,857,71,18,20,20,20,29,40.85,2019-20
10624300000000,D,N/A,Selma Unified,Fresno,472,32,19,20,20,19,14,43.75,2019-20
10625390000000,D,N/A,West Park Elementary,Fresno,68,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
10625470000000,D,N/A,Westside Elementary,Fresno,123,1,*,*,*,*,*,*,2019-20
10738090000000,D,N/A,Firebaugh-Las Deltas Unified,Fresno,162,36,17,19,16,18,6,16.67,2019-20
10739650000000,D,N/A,Central Unified,Fresno,1118,24,17,20,19,20,10,41.67,2019-20
10739990000000,D,N/A,Kerman Unified,Fresno,367,42,17,18,18,19,13,30.95,2019-20
10751270000000,D,N/A,Mendota Unified,Fresno,185,82,15,17,17,18,9,10.98,2019-20
10752340000000,D,N/A,Golden Plains Unified,Fresno,108,5,*,*,*,*,*,*,2019-20
10752750000000,D,N/A,Sierra Unified,Fresno,96,9,*,*,*,*,*,*,2019-20
10754080000000,D,N/A,Riverdale Joint Unified,Fresno,138,27,18,20,19,20,8,29.63,2019-20
10755980000000,D,N/A,Caruthers Unified,Fresno,163,14,*,*,*,*,*,*,2019-20
10767780000000,D,N/A,Washington Unified,Fresno,337,144,16,18,17,18,23,15.97,2019-20
11101160000000,D,N/A,Glenn County Office of Education,Glenn,103,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
11626460000000,D,N/A,Princeton Joint Unified,Glenn,15,1,*,*,*,*,*,*,2019-20
11626610000000,D,N/A,Willows Unified,Glenn,124,9,*,*,*,*,*,*,2019-20
11754810000000,D,N/A,Orland Joint Unified,Glenn,192,8,*,*,*,*,*,*,2019-20
11765620000000,D,N/A,Hamilton Unified,Glenn,55,4,*,*,*,*,*,*,2019-20
12101240000000,D,N/A,Humboldt County Office of Education,Humboldt,100,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
12626870000000,D,N/A,Northern Humboldt Union High,Humboldt,408,32,24,26,24,24,23,71.88,2019-20
12628100000000,D,N/A,Fortuna Union High,Humboldt,230,8,*,*,*,*,*,*,2019-20
12629010000000,D,N/A,Klamath-Trinity Joint Unified,Humboldt,76,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
12630320000000,D,N/A,South Bay Union Elementary,Humboldt,45,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
12630400000000,D,N/A,Southern Humboldt Joint Unified,Humboldt,49,3,*,*,*,*,*,*,2019-20
12753740000000,D,N/A,Ferndale Unified,Humboldt,36,2,*,*,*,*,*,*,2019-20
12755150000000,D,N/A,Eureka City Schools,Humboldt,310,13,*,*,*,*,*,*,2019-20
13101320000000,D,N/A,Imperial County Office of Education,Imperial,340,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
13630810000000,D,N/A,Brawley Union High,Imperial,456,119,18,20,19,18,35,29.41,2019-20
13630990000000,D,N/A,Calexico Unified,Imperial,816,29,21,22,23,21,20,68.97,2019-20
13631070000000,D,N/A,Calipatria Unified,Imperial,84,13,*,*,*,*,*,*,2019-20
13631150000000,D,N/A,Central Union High,Imperial,958,98,18,20,20,19,39,39.80,2019-20
13631490000000,D,N/A,Holtville Unified,Imperial,130,9,*,*,*,*,*,*,2019-20
13631640000000,D,N/A,Imperial Unified,Imperial,279,41,22,23,23,23,30,73.17,2019-20
13632140000000,D,N/A,San Pasqual Valley Unified,Imperial,58,11,*,*,*,*,*,*,2019-20
14101400000000,D,N/A,Inyo County Office of Education,Inyo,330,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
14632890000000,D,N/A,Lone Pine Unified,Inyo,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
14766870000000,D,N/A,Bishop Unified,Inyo,154,17,23,26,23,24,15,88.24,2019-20
15101570000000,D,N/A,Kern County Office of Education,Kern,389,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15634120000000,D,N/A,Delano Joint Union High,Kern,1022,185,18,20,20,18,65,35.14,2019-20
15635290000000,D,N/A,Kern High,Kern,10529,631,20,22,21,21,322,51.03,2019-20
15636280000000,D,N/A,Maricopa Unified,Kern,677,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636770000000,D,N/A,Mojave Unified,Kern,166,26,17,19,17,18,8,30.77,2019-20
15636850000000,D,N/A,Muroc Joint Unified,Kern,102,5,*,*,*,*,*,*,2019-20
15637760000000,D,N/A,Southern Kern Unified,Kern,244,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15638180000000,D,N/A,Taft Union High,Kern,259,51,18,20,18,18,17,33.33,2019-20
15638260000000,D,N/A,Tehachapi Unified,Kern,304,15,24,27,24,25,11,73.33,2019-20
15638590000000,D,N/A,Wasco Union High,Kern,405,85,19,20,20,20,28,32.94,2019-20
15737420000000,D,N/A,Sierra Sands Unified,Kern,360,3,*,*,*,*,*,*,2019-20
15739080000000,D,N/A,McFarland Unified,Kern,238,88,15,17,18,17,18,20.45,2019-20
15751680000000,D,N/A,El Tejon Unified,Kern,71,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16101650000000,D,N/A,Kings County Office of Education,Kings,78,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16638750000000,D,N/A,Armona Union Elementary,Kings,78,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16638910000000,D,N/A,Corcoran Joint Unified,Kings,197,30,15,17,17,18,3,10.00,2019-20
16639250000000,D,N/A,Hanford Joint Union High,Kings,900,35,21,22,23,21,24,68.57,2019-20
16639580000000,D,N/A,Kit Carson Union Elementary,Kings,142,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16639820000000,D,N/A,Lemoore Union High,Kings,504,39,20,21,21,21,16,41.03,2019-20
16739320000000,D,N/A,Reef-Sunset Unified,Kings,124,78,15,16,16,16,8,10.26,2019-20
17640140000000,D,N/A,Kelseyville Unified,Lake,138,2,*,*,*,*,*,*,2019-20
17640220000000,D,N/A,Konocti Unified,Lake,230,17,21,22,19,19,8,47.06,2019-20
17640300000000,D,N/A,Lakeport Unified,Lake,103,2,*,*,*,*,*,*,2019-20
17640550000000,D,N/A,Middletown Unified,Lake,164,7,*,*,*,*,*,*,2019-20
17769760000000,D,N/A,Upper Lake Unified,Lake,69,15,15,18,15,16,1,6.67,2019-20
18641390000000,D,N/A,Lassen Union High,Lassen,176,26,19,22,20,21,10,38.46,2019-20
18641960000000,D,N/A,Susanville Elementary,Lassen,25,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
18642040000000,D,N/A,Westwood Unified,Lassen,15,1,*,*,*,*,*,*,2019-20
18750360000000,D,N/A,Fort Sage Unified,Lassen,35,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990000000,D,N/A,Los Angeles County Office of Education,Los Angeles,1032,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642120000000,D,N/A,ABC Unified,Los Angeles,1687,189,27,27,27,26,158,83.60,2019-20
19642460000000,D,N/A,Antelope Valley Union High,Los Angeles,5585,317,20,21,19,20,123,38.80,2019-20
19642610000000,D,N/A,Arcadia Unified,Los Angeles,823,151,29,29,29,28,138,91.39,2019-20
19642790000000,D,N/A,Azusa Unified,Los Angeles,698,31,19,21,21,20,14,45.16,2019-20
19642870000000,D,N/A,Baldwin Park Unified,Los Angeles,1738,151,19,21,20,20,68,45.03,2019-20
19642950000000,D,N/A,Bassett Unified,Los Angeles,252,7,*,*,*,*,*,*,2019-20
19643030000000,D,N/A,Bellflower Unified,Los Angeles,998,26,20,21,20,21,11,42.31,2019-20
19643110000000,D,N/A,Beverly Hills Unified,Los Angeles,333,57,30,30,28,28,57,100.00,2019-20
19643290000000,D,N/A,Bonita Unified,Los Angeles,868,93,24,25,24,24,68,73.12,2019-20
19643370000000,D,N/A,Burbank Unified,Los Angeles,1335,131,25,26,25,24,108,82.44,2019-20
19643520000000,D,N/A,Centinela Valley Union High,Los Angeles,1859,233,17,19,18,18,66,28.33,2019-20
19643780000000,D,N/A,Charter Oak Unified,Los Angeles,390,18,21,22,21,23,12,66.67,2019-20
19643940000000,D,N/A,Claremont Unified,Los Angeles,589,134,25,26,25,25,112,83.58,2019-20
19644360000000,D,N/A,Covina-Valley Unified,Los Angeles,1078,26,21,23,21,21,15,57.69,2019-20
19644440000000,D,N/A,Culver City Unified,Los Angeles,519,91,25,25,23,24,68,74.73,2019-20
19644510000000,D,N/A,Downey Unified,Los Angeles,2055,108,22,23,23,22,73,67.59,2019-20
19644690000000,D,N/A,Duarte Unified,Los Angeles,448,29,25,25,21,23,19,65.52,2019-20
19645190000000,D,N/A,El Monte Union High,Los Angeles,2171,332,20,20,21,20,144,43.37,2019-20
19645270000000,D,N/A,El Rancho Unified,Los Angeles,689,108,18,20,19,19,39,36.11,2019-20
19645350000000,D,N/A,El Segundo Unified,Los Angeles,298,70,26,26,26,26,61,87.14,2019-20
19645680000000,D,N/A,Glendale Unified,Los Angeles,2067,159,28,28,27,27,142,89.31,2019-20
19645760000000,D,N/A,Glendora Unified,Los Angeles,612,63,26,26,27,25,55,87.30,2019-20
19645840000000,D,N/A,Gorman Joint,Los Angeles,106,3,*,*,*,*,*,*,2019-20
19645920000000,D,N/A,Hawthorne,Los Angeles,124,118,21,22,22,20,64,54.24,2019-20
19646340000000,D,N/A,Inglewood Unified,Los Angeles,666,210,16,17,16,17,32,15.24,2019-20
19646590000000,D,N/A,La Canada Unified,Los Angeles,340,113,29,29,28,28,106,93.81,2019-20
19646830000000,D,N/A,Las Virgenes Unified,Los Angeles,963,282,28,27,25,25,241,85.46,2019-20
19646910000000,D,N/A,Lawndale Elementary,Los Angeles,124,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647090000000,D,N/A,Lennox,Los Angeles,289,189,17,18,18,17,42,22.22,2019-20
19647250000000,D,N/A,Long Beach Unified,Los Angeles,5944,374,23,24,23,23,241,64.44,2019-20
19647330000000,D,N/A,Los Angeles Unified,Los Angeles,41110,6681,18,19,19,19,2159,32.32,2019-20
19647740000000,D,N/A,Lynwood Unified,Los Angeles,1033,117,17,19,17,18,25,21.37,2019-20
19647900000000,D,N/A,Monrovia Unified,Los Angeles,380,56,21,23,21,21,34,60.71,2019-20
19648080000000,D,N/A,Montebello Unified,Los Angeles,2336,236,18,19,18,19,68,28.81,2019-20
19648400000000,D,N/A,Norwalk-La Mirada Unified,Los Angeles,1387,95,19,20,19,20,30,31.58,2019-20
19648570000000,D,N/A,Palmdale Elementary,Los Angeles,335,12,*,*,*,*,*,*,2019-20
19648650000000,D,N/A,Palos Verdes Peninsula Unified,Los Angeles,972,346,28,28,27,27,311,89.88,2019-20
19648730000000,D,N/A,Paramount Unified,Los Angeles,1300,39,21,21,21,20,18,46.15,2019-20
19648810000000,D,N/A,Pasadena Unified,Los Angeles,1400,108,22,24,21,22,67,62.04,2019-20
19649070000000,D,N/A,Pomona Unified,Los Angeles,1978,209,18,19,18,19,59,28.23,2019-20
19649640000000,D,N/A,San Marino Unified,Los Angeles,264,63,29,29,30,29,58,92.06,2019-20
19649800000000,D,N/A,Santa Monica-Malibu Unified,Los Angeles,849,229,28,28,26,26,190,82.97,2019-20
19650290000000,D,N/A,South Pasadena Unified,Los Angeles,324,68,27,27,27,26,58,85.29,2019-20
19650520000000,D,N/A,Temple City Unified,Los Angeles,510,69,28,27,28,27,61,88.41,2019-20
19650600000000,D,N/A,Torrance Unified,Los Angeles,2007,362,26,26,25,25,296,81.77,2019-20
19650940000000,D,N/A,West Covina Unified,Los Angeles,1160,55,23,23,23,23,36,65.45,2019-20
19651280000000,D,N/A,Whittier Union High,Los Angeles,2932,386,19,21,21,20,170,44.04,2019-20
19651360000000,D,N/A,William S. Hart Union High,Los Angeles,4117,591,25,26,25,24,472,79.86,2019-20
19734370000000,D,N/A,Compton Unified,Los Angeles,1337,205,16,17,17,16,27,13.17,2019-20
19734450000000,D,N/A,Hacienda la Puente Unified,Los Angeles,1437,57,23,23,23,23,37,64.91,2019-20
19734520000000,D,N/A,Rowland Unified,Los Angeles,1152,115,21,22,23,22,63,54.78,2019-20
19734600000000,D,N/A,Walnut Valley Unified,Los Angeles,1354,252,29,28,29,28,237,94.05,2019-20
19752910000000,D,N/A,San Gabriel Unified,Los Angeles,594,53,25,27,26,25,44,83.02,2019-20
19753090000000,D,N/A,Acton-Agua Dulce Unified,Los Angeles,1020,8,*,*,*,*,*,*,2019-20
19753330000000,D,N/A,Manhattan Beach Unified,Los Angeles,691,318,29,29,27,27,294,92.45,2019-20
19753410000000,D,N/A,Redondo Beach Unified,Los Angeles,791,241,26,26,24,24,189,78.42,2019-20
19756630000000,D,N/A,SBE - New West Charter,Los Angeles,87,24,29,27,25,26,21,87.50,2019-20
19756970000000,D,N/A,SBE - The School of Arts and Enterprise,Los Angeles,84,1,*,*,*,*,*,*,2019-20
19757130000000,D,N/A,Alhambra Unified,Los Angeles,1805,223,24,25,25,24,176,78.92,2019-20
19768690000000,D,N/A,Wiseburn Unified,Los Angeles,468,94,21,21,20,20,41,43.62,2019-20
19769680000000,D,N/A,SBE - Academia Avance Charter,Los Angeles,58,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19769920000000,D,N/A,SBE - Prepa Tec Los Angeles High,Los Angeles,76,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19772890000000,D,N/A,SBE - Los Angeles College Prep Academy,Los Angeles,41,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20102070000000,D,N/A,Madera County Superintendent of Schools,Madera,140,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20652010000000,D,N/A,Chowchilla Union High,Madera,267,2,*,*,*,*,*,*,2019-20
20652430000000,D,N/A,Madera Unified,Madera,1377,259,17,19,17,18,58,22.39,2019-20
20755800000000,D,N/A,Golden Valley Unified,Madera,158,10,*,*,*,*,*,*,2019-20
20756060000000,D,N/A,Chawanakee Unified,Madera,142,20,22,24,21,21,12,60.00,2019-20
20764140000000,D,N/A,Yosemite Unified,Madera,203,28,25,27,23,24,24,85.71,2019-20
21102150000000,D,N/A,Marin County Office of Education,Marin,100,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
21654170000000,D,N/A,Novato Unified,Marin,708,188,24,25,24,24,132,70.21,2019-20
21654660000000,D,N/A,San Rafael City High,Marin,733,104,24,25,24,23,88,84.62,2019-20
21654820000000,D,N/A,Tamalpais Union High,Marin,1232,419,28,28,26,27,381,90.93,2019-20
21733610000000,D,N/A,Shoreline Unified,Marin,34,3,*,*,*,*,*,*,2019-20
22655320000000,D,N/A,Mariposa County Unified,Mariposa,135,18,23,24,25,23,13,72.22,2019-20
23655400000000,D,N/A,Anderson Valley Unified,Mendocino,22,2,*,*,*,*,*,*,2019-20
23655650000000,D,N/A,Fort Bragg Unified,Mendocino,138,34,19,21,20,20,14,41.18,2019-20
23655810000000,D,N/A,Mendocino Unified,Mendocino,43,6,*,*,*,*,*,*,2019-20
23655990000000,D,N/A,Point Arena Joint Union High,Mendocino,40,6,*,*,*,*,*,*,2019-20
23656070000000,D,N/A,Round Valley Unified,Mendocino,37,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
23656150000000,D,N/A,Ukiah Unified,Mendocino,494,24,25,26,25,23,20,83.33,2019-20
23656230000000,D,N/A,Willits Unified,Mendocino,138,6,*,*,*,*,*,*,2019-20
23738660000000,D,N/A,Potter Valley Community Unified,Mendocino,21,1,*,*,*,*,*,*,2019-20
23739160000000,D,N/A,Laytonville Unified,Mendocino,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24102490000000,D,N/A,Merced County Office of Education,Merced,439,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24656980000000,D,N/A,Hilmar Unified,Merced,187,27,17,18,19,19,8,29.63,2019-20
24657300000000,D,N/A,Le Grand Union High,Merced,145,8,*,*,*,*,*,*,2019-20
